74.13, green, white
18.31, red, white
63.76, green, black
36.62, red, white
35.6, red, white
26.22, red, white
16.25, red, white
71.93, green, white
36.95, red, black
35.17, red, black
49.19, green, white
76.56, green, white
16.71, red, white
49.41, red, black
24.1, red, black
82.16, green, white
31.97, red, white
55.36, green, black
24.03, red, white
24.83, red, white
23.58, red, black
21.5, red, white
60.9, green, black
33.62, red, black
61.38, green, white
26.98, red, white
78.77, green, white
57.07, green, white
76.36, green, black
89.21, green, black
72.41, green, black
64.98, green, white
61.66, green, black
51.43, green, white
18.45, red, black
61.55, green, black
79.49, green, black
84.58, green, black
74.68, green, white
67.4, green, black
34.58, red, white
52.21, green, black
67.52, green, white
30.14, red, black
37.42, red, black
77.52, green, black
82.57, green, white
14.6, red, black
73.09, green, white
14.82, red, white
43.17, green, black
67.81, green, white
85.85, green, black
23.96, red, black
68.56, green, white
25.52, red, white
53.51, green, white
11.12, red, black
65.51, green, white
25.32, red, black
59.95, green, white
60.2, green, white
31.18, red, white
58.52, green, black
31.14, red, black
71.83, green, black
74.5, green, black
35.71, red, white
36.55, red, black
64.94, green, white
37.12, red, black
31.59, red, white
30.83, red, white
79.11, green, black
74.05, green, white
56.95, green, white
24.59, red, black
74.08, green, white
30.46, red, black
90.61, green, black
80.24, green, black
29.66, red, white
43.89, red, black
72.71, green, black
48.27, red, black
82.86, green, white
34.74, red, white
83.71, green, white
31.19, red, white
79.9, green, white
22.18, red, white
68.81, green, black
22.91, red, white
38.33, red, white
37.56, red, white
66.56, green, white
19.75, red, white
80.57, green, black
34.23, red, white
29.56, red, black
66.3, green, black
27.96, red, black
55.41, green, white
98.72, green, black
71.86, green, black
37.88, red, white
88.77, green, white
51.64, red, white
25.55, red, white
26.46, red, black
82.62, green, white
57.15, green, black
30.82, red, black
31.37, red, black
38.1, red, black
27.29, red, black
31.47, red, black
71.53, green, white
93.49, green, white
67.99, green, white
88.97, green, white
44.68, red, black
63.4, green, white
58.88, green, white
70.33, green, black
61.96, green, white
57.69, green, white
71.62, green, black
85.52, green, black
39.22, red, black
71.67, green, black
79.37, green, black
23.76, red, white
21.29, red, white
80.23, green, white
30.67, red, black
55.37, green, white
78.22, green, white
54.04, green, white
72.31, green, white
77.42, green, black
30.66, red, black
29.46, red, white
22.42, red, white
33.35, red, white
60.07, green, white
13.57, red, white
54.94, green, white
33.37, red, white
68.21, green, white
27.56, red, white
36.61, red, white
65.44, green, black
82.34, green, white
63.17, green, white
45.4, red, white
65.18, green, black
68.95, green, white
65.53, green, white
23.06, red, white
31.04, red, black
25.86, red, black
37.94, red, black
14.61, red, black
49.32, green, black
33.04, red, white
61.66, green, black
82.01, green, white
57.38, green, black
22.14, red, white
21.06, red, white
26.18, red, black
44.79, red, black
16.68, red, black
57.42, green, white
7.4, red, black
82.5, green, black
76.29, green, black
28.69, red, white
80.95, green, black
81.9, green, black
70.4, green, white
35.27, red, white
9.07, red, white
57.5, green, white
39.49, red, white
28.95, red, black
28.78, red, white
28.49, red, white
59.67, green, black
12.8, red, black
89.22, green, black
71.9, green, white
40.05, red, black
30.31, red, black
75.96, green, black
61.57, green, black
68.6, green, white
55.64, green, white
33.58, red, white
27.67, red, white
63.55, green, black
75.88, green, black
32.81, red, white
31.79, red, black
62.66, green, black
69.27, green, black
63.57, green, white
72.76, green, black
70.09, green, white
39.24, red, black
62.03, green, white
19.18, red, white
67.31, green, black
75.41, green, black
54.23, green, white
13.68, red, white
73.48, green, white
5.0, red, white
74.3, green, black
58.02, green, black
31.88, red, black
30.51, red, white
58.5, green, black
65.07, green, black
8.92, red, white
28.18, red, white
71.51, green, black
24.74, red, white
69.14, green, black
89.38, green, black
38.85, red, white
35.37, red, white
62.57, green, black
38.44, red, black
65.74, green, white
21.2, red, white
76.33, green, black
29.37, red, white
28.58, red, white
44.88, red, white
76.81, green, white
36.89, red, white
53.45, green, black
40.11, red, black
74.06, green, black
64.6, green, black
22.88, red, black
66.34, green, white
71.23, green, white
40.4, red, white
26.24, red, white
73.06, green, white
33.73, red, black
87.19, green, white
72.13, green, black
25.31, red, white
65.75, green, black
20.86, red, black
60.74, green, black
84.53, green, white
60.02, green, white
78.02, green, white
38.19, red, black
22.74, red, white
53.19, green, white
19.35, red, black
72.8, green, white
45.53, red, black
83.15, green, black
88.24, green, white
71.43, green, white
34.28, red, white
74.74, green, white
30.19, red, black
26.85, red, white
37.15, red, black
82.76, green, white
39.22, red, black
33.04, red, black
85.86, green, black
24.68, red, black
60.97, green, white
34.6, red, white
43.61, red, black
34.66, red, black
17.04, red, white
38.12, red, white
68.43, green, black
27.36, red, white
24.04, red, black
70.17, green, black
78.18, green, black
73.1, green, white
66.88, green, black
32.5, red, white
59.57, green, black
68.5, green, white
73.69, green, black
80.97, green, white
83.02, green, white
26.02, red, black
79.8, green, white
70.78, green, black
77.34, green, white
38.77, red, white
32.55, red, black
34.24, red, black
72.12, green, black
81.11, green, black
82.83, green, black
72.07, green, white
71.36, green, white
59.78, green, white
23.69, red, white
81.4, green, black
38.96, red, white
36.6, red, white
66.84, green, black
23.08, red, black
34.0, red, black
52.74, green, white
59.8, green, black
23.35, red, black
71.3, green, white
61.09, green, black
77.0, green, black
71.29, green, black
71.03, green, white
32.45, red, white
60.35, green, white
59.07, green, white
76.07, green, white
63.87, green, white
24.53, red, white
71.41, green, white
68.32, green, black
76.49, green, white
63.39, green, white
58.29, green, black
44.11, red, black
82.57, green, black
16.29, red, black
25.78, red, white
33.86, red, white
26.0, red, black
14.68, red, black
60.72, green, white
60.69, green, black
31.96, red, black
30.46, red, black
73.79, green, white
65.96, green, white
63.51, green, black
40.88, red, white
65.91, green, black
91.09, green, white
18.6, red, black
69.3, green, black
27.98, red, black
74.48, green, white
30.35, red, black
77.42, green, white
37.48, red, black
8.91, red, white
62.75, green, white
73.93, green, white
68.94, green, black
36.65, red, white
51.46, green, white
73.34, green, white
26.02, red, white
70.03, green, white
56.82, green, black
12.86, red, white
34.2, red, black
27.51, red, black
47.12, red, white
46.58, green, black
72.95, green, white
76.99, green, white
76.46, green, black
51.09, red, black
27.72, red, white
71.61, green, white
85.57, green, white
95.19, green, white
24.48, red, black
70.39, green, black
30.78, red, black
75.61, green, black
67.93, green, white
23.85, red, white
82.4, green, white
38.66, red, black
44.14, red, black
68.66, green, black
23.16, red, white
83.27, green, black
5.58, red, black
90.58, green, black
81.5, green, black
19.94, red, white
78.35, green, black
27.3, red, white
8.71, red, white
53.67, red, white
20.69, red, black
58.22, green, white
65.94, green, white
74.93, green, black
34.93, red, white
63.08, green, white
85.14, green, black
24.66, red, black
37.73, red, white
83.12, green, white
28.51, red, white
26.53, red, white
77.18, green, white
77.95, green, white
65.22, green, white
70.04, green, white
44.87, red, black
28.33, red, black
64.15, green, white
71.34, green, white
65.61, green, black
72.27, green, white
23.98, red, white
65.45, green, white
90.49, green, white
86.02, green, white
54.54, green, black
41.51, red, white
28.49, red, white
24.58, red, black
58.15, green, black
34.74, red, white
30.74, red, black
56.89, green, black
30.0, red, black
19.34, red, white
24.11, red, white
33.92, red, white
40.6, red, white
22.25, red, white
68.77, green, black
63.02, green, black
52.58, red, black
28.97, red, white
80.09, green, black
69.31, green, white
18.88, red, white
32.92, red, white
27.31, red, black
78.61, green, black
63.05, green, black
6.9, red, white
40.74, red, black
31.89, red, white
40.74, red, white
20.01, red, black
76.27, green, black
14.79, red, white
36.08, red, black
24.09, red, white
36.1, red, white
61.56, green, black
89.31, green, black
22.92, red, black
65.07, green, white
75.11, green, black
18.01, red, black
30.09, red, white
15.61, red, white
32.15, red, black
18.69, red, white
46.84, green, black
39.23, red, black
82.74, green, white
33.0, red, black
22.56, red, black
56.47, green, black
38.76, red, black
30.87, red, white
26.03, red, white
68.68, green, white
55.74, green, black
29.11, red, white
31.38, red, black
6.08, red, white
64.95, green, white
57.1, green, white
68.66, green, white
61.99, green, white
29.02, red, black
33.6, red, white
38.47, red, black
30.15, red, white
68.98, green, black
62.84, green, black
23.9, red, white
83.3, green, white
35.54, red, white
73.11, green, black
66.11, green, white
42.81, red, white
38.12, red, black
27.82, red, white
26.48, red, white
36.5, red, black
21.53, red, white
44.56, red, black
27.86, red, black
54.92, green, white
54.22, green, white
43.41, red, black
85.75, green, white
30.35, red, black
28.29, red, white
61.93, green, black
37.39, red, black
75.77, green, black
29.26, red, white
64.95, green, black
75.13, green, black
11.95, red, black
35.55, red, white
74.86, green, white
33.34, red, white
74.56, green, black
62.51, green, white
30.21, red, black
43.68, red, white
41.75, red, black
21.37, red, white
80.15, green, black
34.37, red, black
37.67, red, white
87.08, green, white
79.52, green, white
27.75, red, white
32.86, red, black
68.83, green, white
30.4, red, black
14.97, red, white
30.24, red, black
21.48, red, black
72.68, green, white
37.45, red, black
28.86, red, white
63.51, red, white
75.06, green, white
39.46, red, white
65.88, green, black
17.5, red, black
56.15, green, white
66.96, green, white
54.97, green, black
70.65, green, black
37.42, red, black
28.02, red, white
14.27, red, black
68.41, green, white
62.61, green, black
66.23, green, black
65.01, green, black
36.15, red, black
83.74, green, white
72.68, green, white
78.72, green, black
86.97, green, black
50.22, green, white
80.26, green, black
72.23, green, white
10.73, red, black
37.99, red, black
55.86, green, black
74.97, green, black
28.96, red, white
30.13, red, white
55.68, green, black
35.68, red, white
76.89, green, black
57.19, green, black
29.11, red, white
68.12, green, black
31.18, red, white
79.46, green, white
39.97, red, black
75.94, green, black
52.21, red, white
63.94, green, black
71.84, green, white
34.74, red, black
29.78, red, white
73.59, green, white
7.15, red, black
65.82, green, black
49.43, red, white
64.28, green, white
29.18, red, white
61.96, green, white
20.84, red, white
38.35, red, black
69.46, green, white
28.84, red, white
60.24, green, white
38.31, red, black
68.16, green, white
16.64, red, black
18.68, red, white
23.2, red, white
76.67, green, black
61.71, green, white
78.97, green, black
37.59, red, white
73.27, green, white
83.12, green, black
67.72, green, white
67.59, green, black
65.36, green, white
68.98, green, white
32.27, red, white
26.94, red, black
66.72, green, white
30.83, red, white
39.37, red, white
19.75, red, white
71.82, green, black
67.24, green, black
26.6, red, white
65.72, green, white
22.44, red, white
20.01, red, black
60.76, green, white
68.3, green, white
79.36, green, white
75.47, green, black
81.4, green, white
74.77, green, white
34.62, red, black
20.07, red, black
15.72, red, black
33.55, red, white
37.48, red, white
61.74, green, white
27.67, red, white
83.09, green, white
27.57, red, white
75.15, green, black
55.17, green, white
33.37, red, white
81.42, green, black
56.55, green, white
45.48, red, white
40.16, red, black
21.25, red, black
33.07, red, white
44.69, red, black
23.74, red, black
72.15, green, white
87.7, green, black
61.78, green, black
35.29, red, white
74.04, green, white
70.72, green, white
84.0, green, black
71.16, green, black
38.06, red, black
67.41, green, white
61.91, green, black
63.76, green, black
67.54, green, black
71.0, green, black
20.13, red, white
75.73, green, black
25.14, red, white
11.22, red, black
80.46, green, black
73.89, green, white
81.91, green, white
73.44, green, black
78.36, green, black
72.09, green, white
39.59, red, black
48.87, green, white
63.78, green, black
86.55, green, black
31.69, red, black
24.06, red, black
81.3, green, white
30.11, red, white
10.89, red, black
80.93, green, white
27.82, red, black
72.54, green, white
32.9, red, white
74.47, green, white
57.71, green, white
61.73, green, black
24.89, red, black
27.27, red, black
43.68, red, black
84.18, green, black
29.25, red, black
62.99, green, black
18.62, red, black
84.3, green, black
32.66, red, black
93.36, green, black
66.88, green, white
25.99, red, black
31.74, red, black
70.5, green, white
19.96, red, black
14.76, red, white
19.38, red, white
26.58, red, black
82.84, green, black
41.92, red, black
67.16, green, black
46.89, red, black
15.76, red, white
59.39, green, black
58.8, green, black
66.31, green, white
6.7, red, white
24.09, red, black
27.38, red, black
32.32, red, white
34.55, red, white
62.45, green, white
79.16, green, black
56.95, green, white
39.02, red, white
50.93, green, black
29.13, red, black
12.15, red, white
69.8, green, black
27.22, red, black
17.92, red, black
22.92, red, white
86.97, green, white
70.45, green, white
20.03, red, black
78.83, green, white
6.16, red, white
76.35, green, white
17.94, red, black
65.18, green, white
77.02, green, white
36.02, red, white
27.47, red, black
17.86, red, white
26.77, red, white
32.09, red, black
63.92, green, white
56.99, green, white
62.32, green, black
24.01, red, black
67.36, green, black
25.99, red, white
85.18, green, white
38.8, red, white
63.64, green, white
19.23, red, black
44.28, red, black
87.64, green, black
17.43, red, black
73.94, green, black
33.15, red, white
73.43, green, white
67.89, green, white
61.9, green, white
69.8, green, black
20.12, red, white
33.86, red, black
55.76, green, black
40.72, red, black
24.02, red, white
82.94, green, white
38.87, red, white
71.57, green, black
24.93, red, white
18.34, red, white
64.47, green, white
66.12, green, white
28.78, red, white
26.95, red, white
70.74, green, black
37.24, red, white
80.23, green, black
27.7, red, black
86.23, green, white
43.5, red, black
72.7, green, white
75.55, green, white
92.37, green, black
58.31, green, black
32.45, red, white
62.68, green, black
59.87, green, white
47.65, red, black
71.76, green, black
68.09, green, black
55.62, green, black
61.42, green, white
62.14, green, white
82.43, green, white
76.89, green, white
30.93, red, white
46.19, green, black
84.56, green, white
23.88, red, black
72.52, green, black
6.79, red, black
46.68, red, white
36.46, red, black
30.85, red, black
80.1, green, black
39.81, red, black
24.25, red, black
24.2, red, black
62.23, green, white
28.78, red, black
36.13, red, white
29.64, red, black
20.41, red, white
81.38, green, black
79.76, green, black
25.33, red, black
58.79, green, white
34.96, red, white
26.78, red, white
35.68, red, white
19.77, red, black
83.64, green, white
38.85, red, white
41.08, red, white
60.66, green, black
74.35, green, black
25.33, red, white
12.72, red, black
63.25, green, black
73.85, green, black
63.81, green, black
36.87, red, white
25.48, red, white
73.05, green, white
33.27, red, black
26.27, red, white
71.96, green, white
79.68, green, white
44.26, red, white
9.56, red, black
36.07, red, black
55.45, green, black
31.22, red, black
58.2, green, white
81.55, green, black
25.92, red, black
28.88, red, white
38.63, red, black
46.25, red, white
39.25, red, white
15.15, red, black
45.84, red, white
13.66, red, white
71.06, green, black
30.38, red, white
22.27, red, white
49.75, red, black
57.54, green, black
57.16, green, black
65.24, green, white
77.46, green, white
85.46, green, white
77.79, green, white
60.3, green, white
55.08, red, black
21.92, red, black
41.19, red, white
82.27, green, black
36.59, red, black
69.55, green, white
26.62, red, white
70.83, green, white
71.28, green, black
36.76, red, white
17.49, red, white
20.46, red, black
62.67, green, white
68.09, green, white
31.05, red, black
59.58, green, black
39.42, red, white
36.76, red, white
18.68, red, black
96.99, green, white
20.58, red, white
63.2, green, white
30.26, red, white
73.75, green, black
83.2, green, black
81.0, green, black
25.84, red, black
62.72, green, white
67.34, green, black
40.5, red, white
27.66, red, black
59.32, green, white
57.62, green, black
61.87, green, white
91.63, green, black
35.52, red, black
50.71, green, white
67.57, green, black
32.66, red, black
22.85, red, white
74.97, green, white
49.34, green, black
68.84, green, white
79.35, green, black
17.21, red, white
69.5, green, black
37.31, red, black
89.05, green, black
67.55, green, white
47.02, red, white
36.36, red, black
23.47, red, white
74.42, green, white
45.81, red, white
60.99, green, white
30.39, red, white
65.99, green, white
24.13, red, white
66.72, green, black
43.14, red, white
64.26, green, white
81.86, green, white
37.82, red, white
75.96, green, black
72.36, green, black
43.78, red, white
47.57, green, black
23.15, red, black
40.16, red, black
37.04, red, white
27.81, red, white
99.35, green, black
72.54, green, black
70.87, green, black
41.09, red, white
60.51, green, white
78.11, green, white
84.48, green, black
17.77, red, black
25.93, red, white
33.71, red, black
67.66, green, white
44.13, red, white
14.73, red, black
93.2, green, white
65.62, green, black
87.03, green, black
49.49, red, white
16.28, red, white
27.72, red, white
84.71, green, black
30.85, red, white
49.42, red, black
57.46, green, white
43.82, red, black
43.49, red, black
32.34, red, black
54.82, green, black
39.08, red, white
19.54, red, white
32.69, red, white
34.69, red, black
27.74, red, black
30.32, red, black
31.79, red, white
64.54, green, white
62.3, green, white
55.9, green, black
26.38, red, black
27.79, red, white
30.53, red, black
30.76, red, black
70.23, green, black
72.21, green, black
31.58, red, black
34.75, red, white
39.38, red, white
74.09, green, black
34.69, red, black
28.64, red, black
73.68, green, black
19.92, red, white
58.65, green, white
59.56, green, white
86.33, green, black
35.03, red, white
66.52, green, white
32.57, red, black
58.63, green, black
68.49, green, white
66.16, green, white
49.82, green, black
77.58, green, white
59.93, green, white
13.54, red, black
72.62, green, black
21.37, red, white
40.49, red, black
79.95, green, black
22.53, red, white
37.09, red, black
12.36, red, white
36.72, red, black
23.47, red, black
70.73, green, white
28.59, red, black
70.36, green, white
28.14, red, white
39.85, red, white
37.08, red, white
78.44, green, black
69.09, green, black
80.94, green, black
40.66, red, white
42.68, red, black
31.54, red, black
26.2, red, white
16.67, red, white
33.45, red, white
36.3, red, white
75.81, green, white
59.9, green, white
20.56, red, black
64.56, green, white
15.29, red, white
26.5, red, white
22.46, red, black
42.68, red, white
18.07, red, black
32.63, red, white
24.82, red, white
56.29, green, black
71.33, green, black
30.04, red, white
41.19, red, black
11.29, red, black
67.32, green, black
94.64, green, black
26.96, red, black
54.12, green, black
70.63, green, white
35.27, red, white
24.58, red, white
42.28, red, white
38.38, red, black
72.95, green, black
66.14, green, white
17.98, red, black
86.17, green, white
68.01, green, black
29.62, red, black
57.92, red, black
86.66, green, black
16.38, red, white
76.27, green, black
14.95, red, black
24.18, red, white
11.1, red, white
69.46, green, white
23.36, red, white
73.33, green, black
27.81, red, white
24.19, red, white
35.1, red, black
72.92, green, black
28.35, red, black
65.06, green, black
61.64, green, black
98.92, green, black
65.16, green, black
16.86, red, black
58.73, green, black
52.54, red, white
36.57, red, black
64.29, green, white
25.45, red, white
58.99, green, white
76.28, green, white
25.56, red, black
87.57, green, white
30.95, red, white
61.37, green, black
17.74, red, white
63.71, green, black
89.48, green, black
58.53, green, white
76.18, green, black
71.96, green, white
70.92, green, white
27.38, red, white
51.26, red, white
47.9, red, black
7.91, red, white
70.01, green, white
70.81, green, black
34.43, red, white
31.47, red, black
71.93, green, white
56.11, green, black
74.07, green, white
16.62, red, black
64.7, green, white
17.66, red, black
67.55, green, white
39.19, red, black
70.61, green, black
25.31, red, white
74.85, green, black
22.9, red, white
38.67, red, white
79.35, green, black
65.75, green, white
61.74, green, white
83.89, green, white
62.91, green, black
28.07, red, white
76.49, green, white
73.42, green, black
59.52, green, white
35.03, red, black
14.72, red, white
58.62, green, black
83.16, green, white
15.36, red, white
54.9, green, black
68.72, green, white
72.78, green, black
75.05, green, black
5.3, red, black
57.43, green, black
31.25, red, white
85.42, green, black
69.15, green, white
61.84, green, white
79.94, green, white
75.65, green, white
36.89, red, black
36.18, red, black
85.59, green, black
62.08, green, black
25.41, red, white
90.41, green, black
65.32, green, black
59.04, green, white
25.62, red, black
53.98, green, black
69.94, green, black
99.08, green, black
82.41, green, white
45.37, red, black
75.27, green, white
83.43, green, white
43.12, red, white
69.96, green, white
26.75, red, black
84.01, green, white
62.42, green, white
83.32, green, black
58.38, green, black
28.73, red, black
44.01, red, black
16.51, red, white
32.45, red, white
75.39, green, white
28.07, red, black
36.87, red, black
57.69, green, black
65.86, green, black
62.7, green, white
38.05, red, black
68.33, green, black
46.59, red, white
45.85, red, white
29.61, red, black
65.18, green, black
33.99, red, white
70.13, green, black
52.89, red, white
74.89, green, white
33.23, red, white
26.87, red, white
75.8, green, white
3.59, red, black
26.93, red, black
30.19, red, black
50.66, red, white
29.98, red, white
14.0, red, black
66.27, green, white
31.03, red, white
70.05, green, white
29.73, red, white
77.2, green, white
62.85, green, black
66.25, green, white
14.45, red, white
10.6, red, white
30.76, red, black
29.26, red, black
43.0, red, black
65.89, green, black
71.91, green, white
42.34, red, black
12.51, red, black
27.96, red, black
8.7, red, white
27.01, red, black
63.57, green, black
33.61, red, black
34.36, red, white
26.59, red, white
75.84, green, black
16.98, red, white
43.09, red, black
49.13, green, white
42.64, red, white
34.64, red, white
79.95, green, black
17.5, red, white
58.88, green, black
32.72, red, black
75.39, green, white
43.17, red, white
79.04, green, white
52.3, green, white
28.56, red, black
58.36, green, white
52.32, green, white
38.68, red, black
14.9, red, black
68.05, green, white
12.51, red, black
61.76, green, black
64.72, green, black
41.99, red, black
79.82, green, black
33.4, red, white
77.31, green, white
80.83, green, black
50.74, green, black
79.97, green, black
36.66, red, black
34.46, red, black
75.22, green, black
34.45, red, black
87.34, green, black
81.05, green, black
61.33, green, black
65.28, green, white
59.39, green, black
31.61, red, black
16.83, red, white
36.56, red, white
59.48, green, white
68.69, green, black
29.07, red, black
86.45, green, white
40.34, red, white
36.29, red, white
73.81, green, black
75.85, green, white
75.42, green, black
20.45, red, white
22.01, red, white
81.99, green, white
65.71, green, black
60.25, green, black
38.68, red, white
32.93, red, white
29.4, red, white
29.32, red, white
86.44, green, black
29.76, red, black
75.15, green, white
26.81, red, black
13.88, red, white
46.31, red, black
59.59, green, black
16.95, red, white
37.17, red, white
23.19, red, white
82.44, green, black
76.16, green, white
28.11, red, white
15.99, red, black
35.93, red, black
68.39, green, black
68.29, green, white
40.18, red, white
30.23, red, white
54.94, red, white
86.08, green, white
79.98, green, black
43.13, red, white
32.26, red, black
33.53, red, white
71.62, green, white
67.55, green, black
64.21, green, white
54.06, green, black
40.32, red, white
36.89, red, black
66.25, green, black
25.71, red, black
78.79, green, black
52.81, red, black
30.37, red, white
40.14, red, black
44.63, red, white
42.63, red, black
44.1, red, white
27.17, red, white
47.88, red, white
35.87, red, black
20.68, red, white
16.39, red, black
55.63, green, white
48.38, red, black
69.87, green, black
23.26, red, white
59.98, green, black
70.45, green, black
84.78, green, white
27.68, red, white
60.79, green, black
52.03, red, white
60.06, green, black
49.34, red, white
36.38, red, white
29.35, red, black
57.38, green, white
49.9, red, white
74.67, green, black
1.66, red, black
28.83, red, black
31.32, red, white
66.9, green, black
33.02, red, black
30.24, red, black
45.01, red, white
27.02, red, white
25.25, red, black
53.27, green, black
24.4, red, black
27.4, red, black
70.58, green, black
61.91, green, white
30.1, red, white
24.8, red, white
34.78, red, white
59.47, green, white
41.58, red, black
58.62, green, white
38.49, red, white
-2.97, red, black
63.18, green, black
54.35, green, white
63.36, green, black
80.04, green, white
23.72, red, black
19.38, red, white
29.25, red, white
75.84, green, white
38.79, red, white
74.64, green, black
19.02, red, white
60.66, green, white
65.76, green, white
35.87, red, black
62.51, green, white
65.51, green, black
60.57, green, black
91.51, green, black
78.83, green, black
70.56, green, white
53.66, red, black
75.01, green, black
72.18, green, black
48.89, red, white
70.35, green, black
23.2, red, white
67.57, green, white
35.79, red, black
65.25, green, white
75.44, green, black
81.63, green, black
77.46, green, white
47.86, green, white
33.66, red, white
68.45, green, white
63.1, green, black
20.61, red, black
26.96, red, white
33.86, red, white
27.03, red, black
29.19, red, black
66.94, green, white
16.65, red, white
25.17, red, black
69.16, green, black
32.16, red, black
30.78, red, black
61.48, green, black
71.17, green, white
22.94, red, white
66.18, green, white
72.67, green, black
85.51, green, white
63.26, green, black
69.22, green, white
38.61, red, black
28.85, red, black
76.28, green, white
73.0, green, white
12.93, red, black
26.98, red, black
31.81, red, black
67.47, green, white
33.06, red, black
36.02, red, black
19.75, red, black
71.82, green, white
32.17, red, white
14.0, red, black
73.06, green, black
37.37, red, white
22.28, red, white
74.52, green, white
32.24, red, white
27.71, red, white
50.93, green, black
23.59, red, white
79.9, green, white
82.43, green, white
55.46, green, white
23.33, red, black
24.24, red, black
23.02, red, white
81.77, green, white
15.37, red, black
58.56, green, black
29.27, red, black
64.04, green, white
27.53, red, white
36.14, red, white
76.83, green, black
90.0, green, white
75.64, green, black
81.38, green, white
37.98, red, black
39.72, red, black
57.64, green, black
42.83, red, white
24.86, red, white
23.58, red, black
24.25, red, black
58.18, green, black
32.53, red, black
75.48, green, white
65.47, green, black
68.12, green, white
30.71, red, white
48.25, green, black
55.29, green, black
14.48, red, white
66.0, green, black
91.14, green, white
34.17, red, white
75.99, green, white
76.08, green, white
39.65, red, black
18.55, red, black
24.16, red, black
32.28, red, white
55.92, green, white
30.93, red, white
39.52, red, black
88.61, green, black
78.92, green, black
56.21, green, black
65.64, green, white
78.18, green, white
62.77, green, white
24.72, red, black
35.12, red, white
29.67, red, white
61.58, green, black
25.71, red, white
55.85, green, black
65.04, green, black
88.96, green, black
65.51, green, white
43.67, red, black
51.31, green, black
35.63, red, black
31.89, red, white
65.24, green, black
19.83, red, black
24.5, red, black
21.03, red, black
28.49, red, black
64.62, green, black
67.9, green, black
67.75, green, black
11.76, red, white
32.65, red, white
35.77, red, black
33.5, red, white
68.04, green, white
52.96, green, black
56.54, green, white
41.87, red, white
62.77, green, black
61.9, green, black
62.57, green, white
10.92, red, white
53.55, green, white
31.14, red, black
23.69, red, white
42.63, red, white
84.76, green, black
24.02, red, white
33.21, red, white
67.78, green, black
85.62, green, white
72.08, green, white
32.0, red, black
39.91, red, white
68.14, green, white
58.63, green, white
68.19, green, white
72.02, green, black
34.15, red, white
69.02, green, white
20.14, red, white
57.19, green, black
45.82, green, white
15.69, red, white
23.81, red, black
48.93, red, white
82.88, green, black
80.18, green, black
70.11, green, white
49.69, green, white
87.08, green, black
66.9, green, black
18.21, red, black
88.99, green, white
34.45, red, black
32.19, red, black
14.85, red, black
35.32, red, white
82.27, green, white
69.49, green, black
23.43, red, white
76.61, green, black
64.41, green, black
91.55, green, black
29.8, red, black
30.23, red, white
7.94, red, white
60.82, green, white
75.34, green, white
33.23, red, white
30.4, red, white
33.68, red, white
67.11, green, white
60.7, green, white
24.08, red, black
41.85, red, white
68.57, green, white
52.7, green, white
34.59, red, white
39.63, red, black
40.98, red, black
85.44, green, black
67.92, green, black
72.2, green, white
84.14, green, white
33.02, red, white
90.65, green, black
68.9, green, black
31.67, red, white
76.06, green, black
28.34, red, white
59.93, green, white
36.17, red, black
21.9, red, white
39.46, red, white
24.89, red, white
29.91, red, white
77.9, green, black
26.74, red, black
95.23, green, white
37.65, red, black
59.84, green, white
81.06, green, black
59.25, green, black
79.94, green, white
64.28, green, white
64.32, green, white
30.44, red, white
73.88, green, white
76.05, green, black
67.61, green, white
68.67, green, white
55.98, green, white
67.13, green, black
69.05, green, black
53.52, green, black
88.12, green, white
48.88, green, black
28.3, red, white
51.97, green, white
69.93, green, black
80.7, green, white
67.09, green, black
58.75, green, black
55.52, green, black
82.16, green, white
36.78, red, white
71.66, green, white
15.64, red, white
37.27, red, black
73.71, green, white
22.84, red, black
20.14, red, white
71.51, green, black
71.48, green, white
43.24, green, white
72.28, green, white
83.69, green, black
64.73, green, white
73.82, green, black
59.41, green, white
45.76, red, black
63.64, green, black
81.25, green, white
66.02, green, black
19.79, red, black
65.37, green, white
63.04, green, black
65.17, green, white
16.49, red, white
76.68, green, white
23.43, red, black
50.63, green, white
75.51, green, black
24.32, red, black
78.95, green, white
27.01, red, white
86.53, green, black
31.91, red, white
55.32, green, white
73.69, green, white
79.98, green, white
28.08, red, black
45.86, red, black
44.73, red, black
52.79, red, black
25.39, red, white
63.3, green, white
24.57, red, white
31.67, red, black
86.05, green, black
66.62, green, white
30.56, red, black
25.63, red, white
77.21, green, white
69.08, green, black
69.93, green, white
61.58, green, white
14.17, red, white
58.58, green, black
26.91, red, white
73.09, green, white
17.33, red, black
78.78, green, white
69.02, green, white
70.71, green, white
13.81, red, white
69.51, green, black
67.26, green, white
35.75, red, black
12.38, red, white
33.74, red, white
41.72, red, white
30.13, red, black
27.63, red, black
38.92, red, white
37.95, red, white
39.48, red, white
76.65, green, white
64.89, green, black
77.99, green, black
63.81, green, white
95.53, green, black
56.53, green, black
65.86, green, white
21.13, red, white
68.04, green, black
22.78, red, white
15.82, red, white
34.81, red, black
76.67, green, white
37.3, red, black
6.99, red, black
42.06, red, white
27.57, red, white
54.83, red, black
25.91, red, black
57.85, green, black
25.6, red, white
45.47, red, black
67.52, green, white
44.88, green, black
15.61, red, black
38.57, red, white
63.66, green, black
30.36, red, black
68.68, green, black
59.18, green, white
41.89, red, white
44.94, red, white
71.18, green, black
61.57, green, white
39.26, red, white
64.8, green, white
